video,env,short_rate_per_min,short_mean_dur_s,short_ibi_mean_s,short_ibi_cv,ext_rate_per_min,ext_mean_dur_s,ext_ibi_mean_s,ext_ibi_cv
s000_blink_labels.csv,controlled,16.0,0.26666666666666666,3.276190476190476,0.5977531676018474,20.666666666666668,0.3376344086021505,2.813333333333333,0.7039324117786401
s001_blink_labels.csv,controlled,86.0,0.11627906976744186,0.6444444444444445,1.7372530736449732,43.333333333333336,0.19179487179487179,1.3833333333333333,1.3101405584018964
s002_blink_labels.csv,controlled,20.0,0.13,3.0037037037037035,0.47135900661067986,22.666666666666664,0.14901960784313728,2.638383838383838,0.5267682244424221
s003_blink_labels.csv,controlled,12.0,0.35000000000000003,4.74,0.7627216914260471,18.666666666666668,0.4833333333333333,3.2592592592592586,0.8370889888217453
s004_blink_labels.csv,controlled,24.0,0.10555555555555558,2.5,0.6855978737163968,21.333333333333336,0.103125,2.856989247311828,0.7601767380512614
s005_blink_labels.csv,controlled,14.0,0.29999999999999993,2.672222222222222,0.4960108587665173,18.666666666666668,0.17619047619047618,3.144444444444444,0.793494087419089
s006_blink_labels.csv,controlled,10.0,0.2733333333333333,5.566666666666666,0.7451541853477007,10.0,1.5755555555555556,5.876190476190476,1.0176049368526643
s007_blink_labels.csv,controlled,102.0,0.06078431372549019,0.542,0.6994661535121429,102.64385692068429,0.06727272727272726,0.564525993883792,0.7601006237903177
s008_blink_labels.csv,controlled,14.0,0.3095238095238096,4.788888888888889,0.40466458345152234,10.0,0.788888888888889,5.921428571428572,0.5401110247453987
s009_blink_labels.csv,controlled,8.0,0.125,7.98888888888889,0.44654222055194687,8.0,0.13611111111111113,7.775757575757575,0.8666953223061891
s010_blink_labels.csv,controlled,8.0,0.21666666666666667,7.9444444444444455,0.048124896598839874,12.0,0.15925925925925924,4.6039215686274515,0.6082120657677857
s011_blink_labels.csv,controlled,12.0,0.41111111111111115,3.046666666666667,0.5568745080037665,14.0,0.30634920634920637,3.568333333333334,0.6190730500518536
s012_blink_labels.csv,controlled,34.0,0.38431372549019605,1.7770833333333331,0.8599707411991933,46.77165354330708,0.3626262626262626,1.278125,1.0589801897847477
s013_blink_labels.csv,controlled,2.0,0.4,,,7.333333333333333,0.20606060606060606,5.83,0.953517273835174
s014_blink_labels.csv,controlled,20.0,0.09333333333333332,3.122222222222222,1.0349694259949258,24.666666666666664,0.11531531531531532,2.428703703703704,0.8585320690115783
s015_blink_labels.csv,controlled,22.0,0.9484848484848485,2.9433333333333334,0.748978330808338,17.870036101083034,0.6606060606060605,3.331746031746032,0.8211599838761058
s016_blink_labels.csv,controlled,6.0,0.07777777777777778,13.666666666666668,0.7268292682926829,5.333333333333334,0.3416666666666667,8.980952380952383,0.8713615927534704
